code_bss,nom_de_piezometre,date_debut_mesure,date_fin_mesure,nb_mesures_piezo,station_id,station_name,piézomètre_lat,piézomètre_lon,station_lat,station_lon,distance
09888X0111/LACAN,LACAN,2005-09-18,2024-09-20,6557,34028003,BEDARIEUX,43.56545557869999,3.189177693691996,43.639833,3.146,8.971443856970762
09635X0003/FHY,CENT FONTS - CAUSSE DE LA SELLE,1997-06-01,2025-01-09,9421,34274001,ST MARTIN DE LONDRES,43.7598363467195,3.62406102677269,43.7795,3.729333,8.731210096157351
09908X0345/AUBE,Aube Rouge - 810,1981-03-25,2024-10-03,9220,34154001,MONTPELLIER-AEROPORT,43.6378164860656,3.92911992758187,43.576167,3.964667,7.4285910995718485
